tipo_servico_Serviço,mix_receita,parcerias,investimento_externo,branding_reputacao,network_time,uso_tecnologia,roadmap_produto,eficiencia_operacional,escala_tecnologica,financas_unidade,experiencia_lideranca,treinamento,governanca_financeira,headcount,ticket_medio,clientes_ativos,nps,rotatividade_time,churn,faturamento_acumulado,anos_empresa,faturamento_mensal,canais_vendas
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,-0.1458832051985902,-0.2849066497243049,-0.6056396281024183,-0.6482162480744537,-0.6575251066493327,-0.17739463725816512,-0.7150784359783099,0.22096128152287675,-0.28713202656896514,1.3907201062222452
1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,-0.24951042051915587,1.5333035296501916,0.3715647008195853,1.273448809848195,-0.44272008297895676,-1.1930683863587508,-0.7197523264047153,0.6342106930891837,-0.7081319470286008,0.6882270466601846
1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,-0.6640192818014186,1.3475465458150235,1.39315588357481,1.1804650167229056,-0.512012026098433,-0.685231511808458,-0.22190536889750187,-1.4320363647423504,-0.027977540891785425,-0.014266012901875725
1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,-0.5776632690342804,-0.3454515493470649,1.365414099929047,-1.0511460182840413,-1.7523378079370553,-0.59915746527451,-0.5937593001652589,0.7375230459807602,0.9125242432194911,1.3907201062222452
1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,-1.0785281430836813,-0.39013977729614896,-0.07923928342406436,-1.1751244091177606,1.2133573575765222,-1.1328165537849872,-0.45557660208926765,0.22096128152287675,-0.6469465888309415,1.3907201062222452
0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.32043926374395537,-0.4496836762534848,0.531773501373867,-0.3692648686985853,-0.47736605453869485,0.08082750234367872,1.8358771003359695,0.39314853634217123,-0.7011694626736285,-0.014266012901875725
0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.3013240281794387,-0.4725180263937595,1.0637222027813737,1.2424542121397653,0.9846939452822512,-0.44422418151340376,-0.4167172176234775,-0.6399749925735957,0.9127883186135458,-0.014266012901875725
0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,-0.3358664332862939,-0.4044294528109627,-0.4495920950950012,0.1886378900531514,1.2064281632645746,-0.3667575396328505,-0.6786330693415011,1.5295844181495153,-0.6798704162359089,0.6882270466601846
1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,-1.1303417507439641,-0.01928760401105927,-1.5155701316834467,-0.9581622251587519,0.6174466467490278,0.029183074423309904,-0.7380220480461789,-1.3975989137784914,-0.7224120516133088,-1.4192521320259965
1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-0.4394936486068596,2.3151837808573474,-1.5460860936937861,-0.18329728244800642,0.12547385060074742,0.5886643768939718,0.12211943362881862,-1.3975989137784914,-0.35791151701407264,0.6882270466601846
0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,-0.12861200264516257,-0.4438282133766389,0.3667098886815768,-0.8651784320334625,-1.045559988118399,-0.556120442007536,-0.7082041870606691,-0.19228813004342982,2.6565109273295695,-1.4192521320259965
0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.18226964331653445,-0.4577043895931378,-1.2270555817675108,0.9635028327638969,-1.2880817890365652,-0.2806834930989025,-0.7314187546554722,-0.3644753848627245,-0.580567140813669,-0.014266012901875725
1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-0.11134080009173496,3.457169133752257,-1.0904272973121278,1.0564866258891863,0.7421721443640846,1.6387677446081368,-0.7112118673402047,1.5295844181495153,2.293429115019772,-0.7167590724639361
0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.3912538220564674,-0.430330345028811,-0.157609822223345,-1.4230811907851992,-1.2326482345409844,-0.8057351769559851,-0.641726930447771,-1.6730985214893628,-0.657110759687625,-1.4192521320259965
0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,-0.5603920664808528,-0.4927335476447069,-0.9503312899010243,-0.9891568228671817,-1.523674395642784,1.2083975119383972,-0.6560374854163449,1.4262720652579384,-0.5759030229917793,0.6882270466601846
0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.30316806119052775,-0.49481766231139057,0.5130477974129769,1.1804650167229056,0.16704901647243314,-0.8057351769559851,1.1690553637246424,1.3573971633302206,-0.3033644678600634,1.3907201062222452
0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,-1.4757658018125164,-0.43573516209827357,-0.0015622892159277936,1.614389384640923,0.6936677841804513,0.4337310931328654,0.5596540196533442,0.11764892863130011,-0.6989530505731835,0.6882270466601846
1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,-1.268511371171385,3.4270550453742747,0.440919159933993,-0.3382702709901555,-1.523674395642784,1.6818047678751107,-0.5632135927506451,-0.8465996983567491,0.17189110821531436,-0.7167590724639361
0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0803721760947702,-0.439864289843148,1.4091074091711238,1.3974272006819144,0.6728802012446085,0.7952420885754466,1.469506599199919,0.5997732421253249,-0.12193738730605025,-0.7167590724639361
1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.8540025098891223,0.22669560150064957,-0.3892537156654665,1.5214055915156337,-0.5189412204103806,0.4251236884794706,2.15424023350991,-0.7432873454651724,0.10222619805407894,0.6882270466601846
0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.42406647906452105,-0.41934084358281726,-0.1430453858093194,-0.3382702709901555,-0.6575251066493327,-0.4700463954735882,2.4769854161982305,-1.4320363647423504,-0.7044348915118355,-0.014266012901875725
1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,-0.4740360537137148,2.630588924119469,-0.16731944649936206,0.25062708547001106,0.4303584003264422,-0.8401647955695642,-0.558007771896875,-0.15785067907957104,-0.6188107215016273,-1.4192521320259965
1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.02682882033568594,1.4750783317647862,0.06085672398703909,0.002670303802572494,0.9985523339061464,0.32183483263873297,-0.6983359350183311,1.5984593200772328,-0.5930333206226635,-1.4192521320259965
1.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.2012705939687636,-0.36838756361742164,-0.43294702490754333,0.4675892694290198,-0.30413619674000464,-1.4512905259605946,-0.19516893393180515,1.4607095162217971,0.017068257705098316,1.3907201062222452
0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.42406647906452105,-0.06013214581126883,-1.5093282303631501,0.12664869463629178,0.8946144192269322,-0.02246135349705867,-0.7233891558068184,0.7719604969446193,1.283446362918291,1.3907201062222452
1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.9767449607742046,-0.41464083264594326,-1.4156997105586997,0.15764329234472158,0.8807560306030369,-1.150031363091777,0.9372052252169708,-0.536662639682019,2.622543546815683,0.6882270466601846
0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,-0.6467480792479909,-0.4534286308914143,-0.6749940872168261,-0.7412000411997431,0.9361895850986178,1.3289011770859238,-0.577413067042761,0.530898340197607,0.04298407051473912,-0.7167590724639361
1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,-1.354867383938523,-0.4623623663223817,-0.1839645166868199,1.3974272006819144,1.1163486372092555,-1.5201497631877532,0.145559489452039,-0.19228813004342982,0.05743172638395068,-0.014266012901875725
1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.7004057199193628,-0.3754639735949656,-1.5502473612406504,-0.586227052657594,-0.5189412204103806,-0.3065057070590869,-0.7322796761046259,1.2885222614025025,-0.6061278177485466,0.6882270466601846
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,-0.19769681285887303,0.4740884192775357,-1.0023471342368302,-0.9271676274503221,0.29177451408748983,1.4149752236198718,-0.07774094867028522,-0.9499120512483258,-0.006350676723515253,0.6882270466601846
0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.32043926374395537,-0.4193867879492966,0.7648044839982767,-0.8961730297418923,-0.8376841587599706,-0.8057351769559851,-0.20482666868548144,-0.9843495022121846,-0.6842613526156731,0.6882270466601846
1.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4413376816179486,3.5504850746911085,1.4958004830641334,-1.1751244091177606,-1.2603650117887748,-1.5459719771479374,-0.686115027517368,-1.4664738157062092,-0.7238671980950306,-1.4192521320259965
1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.1667281888619083,0.26539737625143567,1.3536238418795976,1.304443407556625,1.1371362201450983,1.1567530840180282,-0.6493077707565913,1.0818975556193493,2.3222005845044316,0.6882270466601846
0.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.7021354680181644,-0.4685541028602686,0.37780660213988204,-1.0511460182840413,0.6867385898685037,-1.4254683120004104,1.978828874442985,1.1507724575470675,-0.6159040709574118,0.6882270466601846
1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,-1.5103082069193716,-0.48421526659147884,-0.45999526396216234,1.4904109938072039,1.4628083528066365,0.6661310187745251,-0.7323898326490001,0.18652383055901797,2.71796764575974,0.6882270466601846
0.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,-0.19769681285887303,-0.4045487126558667,0.8917231441776426,0.7465406488048881,0.6243758410609751,-1.4512905259605946,-0.5280246760948037,-1.5009112666700684,-0.5687074238061932,0.6882270466601846
0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.3048978092893293,-0.45921566598839725,-0.8213319959482261,-0.3382702709901555,-1.3157985662843557,-1.6234386190284904,-0.17770949130130972,0.8063979479084782,-0.6366494696724236,-0.014266012901875725
1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,-0.49130725626714244,-0.3906422327082857,0.9742549505237877,1.6453839823493528,-1.5098160070188889,-0.7971277723025902,0.29791449233688616,-0.15785067907957104,2.341035534334179,1.3907201062222452
0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,-0.5431208639274253,-0.07404351345741161,-1.6868756456960337,0.06465949921943213,0.29177451408748983,1.4235826282732666,1.1101700370055687,1.0474601046554906,-0.348676163060616,1.3907201062222452
0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,-0.5949344715877081,-0.4422045199144617,1.1427862861717983,0.033664901511002314,1.608321433357536,-1.5459719771479374,-0.6919296665878645,-0.19228813004342982,-0.7149214164702271,-0.7167590724639361
1.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.270355404182474,-0.47657481619992154,0.5713055430690793,1.2424542121397653,-0.42886169435506155,-1.1672461723985663,-0.6667108413299824,0.32427363441445367,-0.313605129520542,-0.014266012901875725
1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.4776098348236053,0.17239718063966686,1.5609936746316764,0.21963248776158123,1.6152506276694836,-1.0381351025976444,1.1300963578202319,-1.3631614628146327,2.502238082122833,-1.4192521320259965
0.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.07679839498487973,-0.46740549369828294,0.5803216227539524,-0.4932432595323046,1.144065414457046,-0.4700463954735882,2.009576597131091,-0.2956004829350068,-0.38900684996641327,-0.7167590724639361
0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.7349481250262181,-0.44199923657487283,-0.8518479579585655,1.5524001892240635,1.5043835186783217,-0.6335870838880892,-0.6464076594515956,-0.6744124435374546,-0.5887862598024187,-1.4192521320259965
1.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.5966642196865095,-0.4340039392677404,0.31191986598119475,-0.4622486618238748,-0.8030381872002325,-1.6836904516022542,1.1846153452703478,1.564021869113374,0.0953602378086576,0.6882270466601846
0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,-0.733104092015129,-0.49630352267412947,0.7654980285894207,-1.5160649839104887,-0.7891797985763372,-0.3151131117124817,0.11860643792592836,-0.8121622473928901,0.8327789378438241,-0.014266012901875725
1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.2513544535302449,-0.3900400682454915,1.5582194962671,-0.24528647786486604,1.573675461797798,-0.9090240327967226,-0.5658935757933088,-0.22672558100728893,-0.7092702030374571,0.6882270466601846
1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.408525024609895,-0.3716701419714198,1.2801081152183256,1.3664326029734846,0.6105174524370802,-0.934846246756907,-0.19630949774947948,-0.8465996983567491,-0.725839568107177,-0.7167590724639361
0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,-0.42222244605343195,-0.32581570914552815,0.9049004914093801,1.273448809848195,-1.2950109833485128,-0.6163722745812995,0.14215701994635652,-0.19228813004342982,-0.7309808428479792,0.6882270466601846
0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,-0.3531376358397215,-0.40397391930501775,0.02271177147411488,-0.18329728244800642,-0.42886169435506155,-1.2963572421994884,-0.40157180173050966,-1.4664738157062092,-0.7013588684735022,-0.7167590724639361
1.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,-0.9576297252096879,3.913362479003024,-0.6007848159644098,-0.8961730297418923,0.7075261728043465,-1.391038693386831,1.2469585894201247,-0.33003793389886554,-0.3120243195754423,0.6882270466601846
1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.873117745453639,-0.3212496211492431,0.7294337098499288,0.9944974304723266,-0.06161439582183823,0.10664971630386312,-0.5093503694271064,-1.5009112666700684,-0.6198051019509642,-1.4192521320259965
1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,-0.6985616869082738,-0.47584557157452473,-0.3670602887488561,0.777535246513318,0.5481547036295517,0.22715338145139036,1.879276376076032,-0.9499120512483258,-0.32714400179228265,-0.7167590724639361
1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,-1.216697763511102,-0.4287633488699488,1.5055101073401504,1.3974272006819144,-0.6436667180254375,0.14968673957083714,-0.5938330459055364,-0.2956004829350068,-0.5882927119969786,-0.7167590724639361
1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.733104092015129,-0.47933245572839944,1.3883010714368014,-1.0201514205756115,0.1531906278485379,-1.0897795305180131,-0.732239014292944,-0.020100875224135322,-0.7316656176629072,-0.7167590724639361
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.873117745453639,-0.3079325976481959,-1.4101513538295471,-1.113135213700901,0.7837473102357703,0.9587827769899478,0.060560962444500425,-1.1220993060676203,-0.7303889497233739,-1.4192521320259965
0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.7004057199193628,-0.47745460194101697,-0.7256228423703436,0.3436108785953005,0.16704901647243314,-0.6335870838880892,1.4472350159832998,0.32427363441445367,-0.531236035994643,-0.014266012901875725
1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.3394402143961845,3.8366383196015206,-1.428877057790437,-1.29910279995148,-0.8861885189436038,-0.17739463725816512,-0.724090756884746,0.9441477517639139,-0.565086859093223,0.6882270466601846
0.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0803721760947702,-0.387911964291753,0.4041612966033569,-1.2371136045346203,1.6498965992292216,-0.7971277723025902,-0.6678920669593384,1.4951469671856565,1.4574902596964585,-0.7167590724639361
1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.8540025098891223,1.45909555746822,-1.4212480672878522,-0.9271676274503221,-0.8446133530719182,0.778027279268657,2.2038798035582103,-1.0876618551037616,-0.605468539868217,-0.014266012901875725
0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-1.5275794094727992,-0.49215582167472083,1.5582194962671,-1.1441298114093308,-0.5605163862820662,-1.477112739920779,-0.19246141175304787,0.8408353988723373,-0.7091154002202528,-0.7167590724639361
0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,-1.1130705481905365,-0.44974330617593683,-0.10975524543440372,-0.7412000411997431,0.6659510069326607,-0.6077648699279048,-0.5598334872413876,-1.6730985214893628,-0.7048792666576931,-0.7167590724639361
1.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.1304560356562516,-0.03742585337330921,1.2877371057209104,-1.609048777035778,1.3588704381274221,-1.3393942654664626,-0.730905491696198,0.9785852027277726,-0.5595649515430592,0.6882270466601846
1.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.7349481250262181,2.322678577831768,0.8917231441776426,1.459416396098774,1.1371362201450983,0.9759975862967375,-0.12942525336692995,1.5984593200772328,-0.6702944960846025,-0.014266012901875725
1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.045829770987915,-0.4547199608513998,-0.29493165126987214,-1.0201514205756115,-0.615949940777647,0.03779047907670471,-0.4625179429961834,-1.4320363647423504,-0.6549362354083058,0.6882270466601846
1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.5639658475907434,-0.057010861509804917,0.9742549505237877,-0.1523026847395766,1.2965076893198935,-0.22903906517853392,-0.7323963015735859,-0.8810371493206081,1.328763521747686,-1.4192521320259965
1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2858968586371001,-0.4556867476268924,-0.5501560608108923,0.9944974304723266,-1.6622582818817362,1.6818047678751107,0.15059101899482755,0.6686481440530427,-0.6613578205078696,-0.7167590724639361
0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.562236099491942,-0.49189775119066625,-1.3345549933948428,0.06465949921943213,1.2618617177601554,1.277256749165555,-0.6099933436527984,0.11764892863130011,-0.7124809955872391,1.3907201062222452
1.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.5431208639274253,2.558461156445332,0.35908089817899197,0.15764329234472158,-0.6852418838971231,0.32183483263873297,0.615243336882775,1.0818975556193493,2.184919624997902,-0.014266012901875725
1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.045829770987915,-0.4734857907089644,1.303688631317224,-1.29910279995148,1.3727288267513174,-0.44422418151340376,-0.5342633069652913,-0.7432873454651724,-0.672152129891056,0.6882270466601846
1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,-0.24951042051915587,-0.35963662811265956,0.3292584807597967,0.25062708547001106,0.4372875946383898,-0.7713055583424059,1.5415255062657953,0.7375230459807602,-0.19396076391763598,-0.7167590724639361
0.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.2340832509768173,-0.460722054685095,-1.382409570183784,-1.3920865930767694,0.187836599408276,-0.9692758653704862,-0.7302439979507018,-1.1220993060676203,-0.4519642451186601,-1.4192521320259965
1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.6503218603578815,-0.4130376675177249,-0.8317351648153873,-1.26810820224305,-1.3157985662843557,-0.5302982280473515,-0.7045662487000657,-1.2942865608869147,-0.7014936379849508,-1.4192521320259965
0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,-0.7503752945685566,-0.06761814492827833,1.1726087035909936,-0.6792108457828835,-0.8584717416958134,0.6489162094677354,1.992796391582098,0.7719604969446193,0.767421188420101,-1.4192521320259965
0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.2339689660645297,-0.49724684849652623,-0.14443247499160755,0.12664869463629178,-1.1702854857334557,0.7608124699618674,0.34603959472645673,1.564021869113374,-0.6544408663932515,0.6882270466601846
1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,-1.0267145354233984,-0.4696166885275693,-1.3033454867933594,-1.5160649839104887,0.6451634239968179,0.9415679676831582,-0.7295464630539423,-0.8810371493206081,-0.4921437716264813,-1.4192521320259965
1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,-0.8885449149959775,0.09280687480161645,-1.14521732001251,-0.4622486618238748,-1.0940643483020323,-0.44422418151340376,-0.3408321115723294,-1.259849109923056,-0.7139434269074177,-0.014266012901875725
1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.061371225442541165,-0.4775357377371402,0.895190867133363,-0.40025946640701515,-1.5929663387622603,0.7608124699618674,-0.680885364055839,-0.3644753848627245,0.37224055666055506,-1.4192521320259965
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,-0.6122056741411357,-0.4937863579148843,1.6615576403475676,-1.6400433747442078,-1.5444619785786269,-1.020920293290855,-0.43994158101836767,0.1520863795951592,1.134759167598214,-0.014266012901875725
1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.14772723820967923,-0.3542562495360051,1.076206005421967,1.3354380052650547,-0.5882331635298566,-1.6750830469488593,-0.04853283003358562,0.2898361834505946,-0.12103770975665021,-0.7167590724639361
1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,-0.16315440775201778,-0.44272359350170803,0.2994360633406014,-0.12130808703114677,-0.31799458536389985,1.6473751492615316,2.7036033036745386,-1.0187869531760436,-0.6887542767338308,0.6882270466601846
1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.6157794552510263,0.021188405317602504,-0.6805424439459786,1.4904109938072039,-0.4912244431625901,0.05500528838349431,-0.6799564264853267,-0.8810371493206081,-0.7224211576613796,-1.4192521320259965
1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-0.16315440775201778,0.37756614808224837,-0.5314303568500022,-0.3382702709901555,1.3380828551915793,0.16690154887762673,-0.6688912385682102,-1.4320363647423504,1.62183621527917,1.3907201062222452
0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,-1.5103082069193716,-0.42015513416318667,-0.34972167397025417,0.9635028327638969,-0.20712747637273798,0.6403088048143406,-0.7075107183450777,-0.6744124435374546,-0.7234610683510707,-0.7167590724639361
1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,-1.1994265609576746,-0.1840704957785132,-0.5175594650271207,-0.4932432595323046,0.5828006751892898,1.28586415381895,-0.22020441138428573,-1.156536757031479,-0.6762698848286947,-0.014266012901875725
1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.2358129990756188,-0.4875926662975728,0.25088794196051606,0.9015136373470373,-0.46350766591479964,-0.7110537257686423,-0.7058883120589742,-0.536662639682019,-0.6032284520427877,1.3907201062222452
0.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.6313209097056524,-0.2028157973021189,-0.8892993658803456,0.1886378900531514,0.4234292060144946,0.37347926055910174,-0.04986542849824805,-1.535348717633927,-0.5834118702310027,-0.014266012901875725
1.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.408525024609895,2.8834021996012154,0.21135590026530368,-0.30727567328172567,-1.6969042534414742,-1.571794191108122,-0.7264402702942868,-0.9843495022121846,-0.7017431437020921,-0.7167590724639361
0.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.8885449149959775,-0.43537347240471214,-0.7492033584692422,-1.7020325701610675,1.3865872153752126,-0.7368759397288267,-0.7060542861812026,-0.05453832618799441,-0.6967402808919667,-1.4192521320259965
0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.35498166885081056,-0.46956781154195293,-0.19506123014512514,0.43659467172058997,0.9361895850986178,1.4494048422334511,-0.572701841680175,-1.3631614628146327,0.05309906871183996,-0.014266012901875725
0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.113184833102824,-0.46614544500909183,0.13021118310144672,-0.05931889161428714,1.3519412438154745,1.3116863677791342,-0.6047732911649398,1.4262720652579384,-0.717908200237466,-0.7167590724639361
