clientes_ativos,faturamento_mensal,faturamento_acumulado,anos_empresa,tipo_servico,ticket_medio,mix_receita,canais_vendas,churn,parcerias,investimento_externo,branding_reputacao,network_time,uso_tecnologia,roadmap_produto,nps,eficiencia_operacional,escala_tecnologica,financas_unidade,headcount,experiencia_lideranca,treinamento,rotatividade_time,governanca_financeira,score_total
3381,476415,193273,7.3,Produto,27.53,1–2 clientes >50%,3,0.137,Muitas,Série A+,Reconhecimento forte,Não,Baixo,Não existe,45,Parcialmente,Sim,Não,36,Experiência forte,Às vezes,0.437,Não existem controles,45.82
4770,14492,2663256,8.6,Produto,996.01,1–2 clientes >50%,2,0.094,Algumas,Não,Não reconhecida,Não,Médio,Parcial,70,Quase tudo,Não,Algumas,70,Experiência parcial,Regularmente,0.358,Controles básicos,61.32
2678,120125,5226237,4.6,Serviço,5158.51,3–5 clientes >50%,5,0.297,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,82,Quase tudo,Não,"Sim, regularmente",123,Experiência parcial,Nunca,0.003,Não existem controles,37.65
3986,16594,111726,1.7,Serviço,381.48,3–5 clientes >50%,1,0.286,Algumas,Série A+,Algum reconhecimento,Ocasionalmente,Alto,Não existe,-3,Parcialmente,Não,Não,164,Experiência parcial,Regularmente,0.271,DRE e auditoria,45.46
2707,86010,12487179,9.3,Serviço,2605.27,Receita diversificada,4,0.209,Algumas,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Não existe,68,Quase tudo,Parcialmente,Não,172,Experiência parcial,Às vezes,0.023,Controles básicos,58.08
3474,783446,206455,6.6,Produto,3603.77,3–5 clientes >50%,1,0.183,Muitas,Série A+,Não reconhecida,Ocasionalmente,Médio,Claro e executado,12,Parcialmente,Parcialmente,Algumas,116,Experiência forte,Regularmente,0.228,DRE e auditoria,69.28
3078,18516,1177516,9.5,Serviço,102.81,1–2 clientes >50%,4,0.291,Poucas,Série A+,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,97,Parcialmente,Sim,Algumas,142,Experiência forte,Às vezes,0.293,Controles básicos,56.64
2080,20543,780018,6.1,Serviço,3643.81,Receita diversificada,2,0.094,Nenhuma,Série A+,Algum reconhecimento,"Sim, forte",Alto,Parcial,16,Quase tudo,Parcialmente,"Sim, regularmente",150,Experiência forte,Regularmente,0.254,Controles básicos,58.93
2290,378120,8780632,0.2,Serviço,1038.59,Receita diversificada,4,0.146,Muitas,Não,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,42,Parcialmente,Não,Não,155,Experiência forte,Nunca,0.11,Controles básicos,65.41
3005,1228978,52612,2.3,Produto,21.42,3–5 clientes >50%,3,0.391,Poucas,Não,Algum reconhecimento,Ocasionalmente,Médio,Parcial,54,Parcialmente,Sim,Não,93,Sem experiência,Às vezes,0.064,DRE e auditoria,52.82
3469,76814,177276,3.5,Produto,74.46,3–5 clientes >50%,3,0.014,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Parcial,26,Quase tudo,Sim,Não,18,Experiência forte,Às vezes,0.476,Controles básicos,60.42
818,222478,73716,2.8,Serviço,8739.82,Receita diversificada,1,0.012,Algumas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Médio,Parcial,-6,Parcialmente,Não,Não,191,Experiência forte,Regularmente,0.177,DRE e auditoria,60.44
4550,1617508,7101139,3.8,Produto,46.39,1–2 clientes >50%,5,0.378,Nenhuma,Não,Reconhecimento forte,"Sim, forte",Baixo,Não existe,1,Quase tudo,Parcialmente,Não,6,Experiência parcial,Nunca,0.394,Não existem controles,34.11
145,85945,16972,4.8,Serviço,1517.2,Receita diversificada,5,0.249,Muitas,Não,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,96,Quase tudo,Parcialmente,Algumas,151,Experiência forte,Nunca,0.07,Não existem controles,44.71
305,91745,743717,0.4,Serviço,480.61,3–5 clientes >50%,5,0.35,Poucas,Série A+,Não reconhecida,"Sim, forte",Médio,Não existe,75,Quase tudo,Sim,Não,21,Experiência forte,Às vezes,0.407,Controles básicos,54.62
3819,46840,102517,0.6,Produto,38.16,3–5 clientes >50%,1,0.147,Nenhuma,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Médio,Não existe,55,Quase nada,Sim,Não,2,Experiência forte,Nunca,0.208,Não existem controles,35.28
2602,66146,493534,7.7,Serviço,9712.15,1–2 clientes >50%,2,0.174,Poucas,Série A+,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,60,Parcialmente,Não,Algumas,140,Experiência parcial,Nunca,0.303,Não existem controles,40.01
1573,1080486,17517858,7.8,Serviço,327.42,Receita diversificada,4,0.011,Nenhuma,Série A+,Reconhecimento forte,Não,Baixo,Parcial,30,Quase tudo,Sim,Não,187,Experiência parcial,Às vezes,0.024,DRE e auditoria,67.47
1339,17680,3238452,1.5,Serviço,669.76,Receita diversificada,2,0.067,Algumas,Série A+,Reconhecimento forte,Não,Baixo,Parcial,-9,Quase tudo,Parcialmente,Algumas,139,Sem experiência,Às vezes,0.353,Não existem controles,40.09
2149,242840,8753528,8.5,Produto,1141.28,3–5 clientes >50%,1,0.065,Nenhuma,Série A+,Reconhecimento forte,"Sim, forte",Alto,Parcial,31,Quase tudo,Não,Não,110,Sem experiência,Nunca,0.114,DRE e auditoria,52.86
735,662850,154814,0.1,Produto,420.12,1–2 clientes >50%,4,0.205,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Médio,Claro e executado,97,Quase nada,Parcialmente,Algumas,120,Sem experiência,Às vezes,0.411,Não existem controles,41.43
619,13822,3365142,4.4,Produto,183.07,Receita diversificada,5,0.345,Algumas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,72,Parcialmente,Não,Não,43,Experiência forte,Nunca,0.22,DRE e auditoria,58.15
2632,45906,571071,9.4,Produto,415.47,1–2 clientes >50%,4,0.004,Muitas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,49,Quase nada,Sim,Não,115,Experiência forte,Às vezes,0.186,Controles básicos,68.43
3777,84847,4068212,4.2,Produto,2036.46,1–2 clientes >50%,4,0.129,Poucas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Médio,Parcial,50,Quase tudo,Sim,"Sim, regularmente",191,Experiência forte,Às vezes,0.086,Controles básicos,61.76
1551,13067,18180898,6.3,Produto,2235.89,1–2 clientes >50%,5,0.04,Nenhuma,Não,Algum reconhecimento,Não,Baixo,Não existe,93,Parcialmente,Parcialmente,Algumas,103,Experiência forte,Nunca,0.426,Não existem controles,41.36
146,61866,3857011,5.2,Serviço,7272.23,1–2 clientes >50%,4,0.392,Muitas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Médio,Claro e executado,9,Quase tudo,Não,Não,148,Experiência parcial,Regularmente,0.253,Controles básicos,54.23
2902,277097,4890028,1.9,Produto,639.82,Receita diversificada,3,0.267,Poucas,Aceleradora/Anjo,Algum reconhecimento,Não,Alto,Claro e executado,63,Quase tudo,Sim,"Sim, regularmente",153,Sem experiência,Às vezes,0.415,DRE e auditoria,62.46
4962,9943,524951,6.0,Produto,749.48,Receita diversificada,4,0.097,Nenhuma,Série A+,Algum reconhecimento,Não,Baixo,Claro e executado,34,Quase tudo,Sim,Não,28,Sem experiência,Às vezes,0.091,Controles básicos,49.47
2113,94246,2811066,8.0,Serviço,22131.69,1–2 clientes >50%,3,0.284,Nenhuma,Série A+,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,48,Quase tudo,Não,Não,45,Experiência forte,Regularmente,0.324,Controles básicos,43.95
1295,243016,3584866,8.7,Produto,1528.92,1–2 clientes >50%,4,0.084,Nenhuma,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,30,Parcialmente,Sim,Algumas,80,Experiência parcial,Regularmente,0.403,Controles básicos,56.38
3638,539036,87606,7.2,Produto,62.6,3–5 clientes >50%,1,0.372,Algumas,Série A+,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,13,Parcialmente,Não,Não,109,Sem experiência,Regularmente,0.089,Não existem controles,36.3
4663,1071141,380219,4.8,Serviço,204.21,Receita diversificada,5,0.197,Poucas,Não,Não reconhecida,Ocasionalmente,Médio,Não existe,94,Parcialmente,Parcialmente,"Sim, regularmente",50,Experiência parcial,Regularmente,0.434,Não existem controles,45.55
4468,9717,3029496,6.7,Produto,470.89,Receita diversificada,3,0.234,Poucas,Série A+,Reconhecimento forte,Não,Médio,Não existe,96,Parcialmente,Sim,Não,104,Sem experiência,Regularmente,0.388,Não existem controles,39.42
4752,950528,5802471,7.9,Produto,36.58,Receita diversificada,3,0.115,Muitas,Aceleradora/Anjo,Reconhecimento forte,Não,Alto,Não existe,95,Quase nada,Parcialmente,Não,44,Sem experiência,Às vezes,0.177,Não existem controles,48.41
1800,1200654,315074,0.8,Serviço,1582.36,Receita diversificada,2,0.241,Muitas,Seed/Pré-Série A,Não reconhecida,Não,Baixo,Claro e executado,85,Quase tudo,Parcialmente,"Sim, regularmente",104,Sem experiência,Regularmente,0.331,Controles básicos,63.09
2707,42632,1447787,8.5,Serviço,460.83,3–5 clientes >50%,2,0.282,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Baixo,Claro e executado,54,Quase nada,Não,Não,145,Sem experiência,Regularmente,0.131,Controles básicos,36.25
3738,38320,123557,7.5,Produto,33.37,1–2 clientes >50%,3,0.114,Muitas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Alto,Claro e executado,3,Quase nada,Sim,Algumas,113,Experiência forte,Regularmente,0.453,DRE e auditoria,67.38
1981,219593,27017,1.9,Serviço,48275.74,1–2 clientes >50%,5,0.357,Muitas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Parcial,-10,Parcialmente,Não,Algumas,155,Experiência forte,Nunca,0.345,DRE e auditoria,52.75
4296,1373558,7941329,8.7,Serviço,898.25,3–5 clientes >50%,1,0.19,Nenhuma,Não,Não reconhecida,Ocasionalmente,Baixo,Não existe,93,Parcialmente,Sim,"Sim, regularmente",134,Experiência parcial,Às vezes,0.323,Não existem controles,41.41
2980,295312,616607,8.6,Serviço,359.31,3–5 clientes >50%,4,0.135,Poucas,Seed/Pré-Série A,Reconhecimento forte,Não,Médio,Não existe,8,Quase tudo,Não,Algumas,16,Experiência parcial,Nunca,0.435,DRE e auditoria,53.95
632,9922,716564,9.0,Produto,593.73,3–5 clientes >50%,4,0.221,Algumas,Não,Reconhecimento forte,Não,Alto,Parcial,25,Parcialmente,Não,"Sim, regularmente",182,Sem experiência,Às vezes,0.321,DRE e auditoria,50.48
2912,1868484,17610249,9.1,Serviço,600.93,3–5 clientes >50%,3,0.381,Muitas,Não,Reconhecimento forte,Não,Baixo,Claro e executado,56,Quase tudo,Parcialmente,Algumas,50,Experiência forte,Regularmente,0.418,Não existem controles,47.4
880,98459,531154,9.8,Serviço,35284.9,3–5 clientes >50%,1,0.016,Muitas,Série A+,Reconhecimento forte,Não,Baixo,Parcial,66,Parcialmente,Sim,Não,177,Experiência forte,Nunca,0.278,Não existem controles,48.18
4139,188850,59770,8.6,Serviço,4849.88,3–5 clientes >50%,3,0.387,Muitas,Não,Não reconhecida,"Sim, forte",Alto,Não existe,72,Quase tudo,Não,Algumas,33,Sem experiência,Regularmente,0.294,Não existem controles,43.84
1995,53590,2772777,3.9,Serviço,5570.66,1–2 clientes >50%,3,0.221,Muitas,Seed/Pré-Série A,Reconhecimento forte,Não,Baixo,Claro e executado,28,Parcialmente,Sim,Algumas,175,Experiência parcial,Regularmente,0.469,Controles básicos,56.78
2536,1381209,3219653,9.0,Produto,203.69,Receita diversificada,2,0.359,Algumas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Não existe,78,Quase tudo,Sim,"Sim, regularmente",37,Experiência forte,Nunca,0.285,DRE e auditoria,68.24
2466,11332,357637,3.9,Produto,49.45,3–5 clientes >50%,2,0.224,Poucas,Série A+,Reconhecimento forte,Ocasionalmente,Alto,Não existe,83,Quase tudo,Sim,"Sim, regularmente",161,Experiência forte,Regularmente,0.449,Não existem controles,43.57
4544,5684,93258,1.5,Serviço,214.04,Receita diversificada,4,0.376,Poucas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Médio,Não existe,90,Parcialmente,Parcialmente,Algumas,95,Experiência forte,Às vezes,0.473,Não existem controles,39.82
2657,420838,238618,6.6,Produto,809.04,3–5 clientes >50%,2,0.35,Muitas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Alto,Parcial,9,Parcialmente,Parcialmente,Não,13,Experiência parcial,Regularmente,0.214,Não existem controles,42.49
754,95513,1140889,5.2,Produto,518.53,Receita diversificada,1,0.195,Algumas,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Parcial,67,Parcialmente,Sim,Algumas,177,Experiência forte,Nunca,0.094,DRE e auditoria,64.41
2271,61393,343979,1.6,Serviço,5523.66,1–2 clientes >50%,3,0.065,Muitas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,61,Quase tudo,Sim,Algumas,150,Experiência forte,Regularmente,0.168,Não existem controles,50.12
2157,366346,873148,5.8,Serviço,16441.48,3–5 clientes >50%,5,0.051,Nenhuma,Série A+,Não reconhecida,"Sim, forte",Médio,Parcial,62,Quase tudo,Não,"Sim, regularmente",151,Experiência parcial,Nunca,0.262,DRE e auditoria,58.54
314,1367256,115690,1.6,Serviço,464.06,Receita diversificada,1,0.196,Poucas,Aceleradora/Anjo,Não reconhecida,Não,Médio,Não existe,49,Quase tudo,Sim,"Sim, regularmente",13,Experiência forte,Regularmente,0.046,Controles básicos,61.02
1179,51155,112598,3.5,Produto,470.54,3–5 clientes >50%,5,0.088,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,-4,Parcialmente,Sim,"Sim, regularmente",54,Experiência forte,Às vezes,0.465,DRE e auditoria,52.83
4916,1687227,559340,0.7,Produto,4344.14,3–5 clientes >50%,1,0.07,Poucas,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Baixo,Não existe,38,Quase tudo,Parcialmente,Algumas,77,Experiência parcial,Às vezes,0.478,Não existem controles,42.85
530,28425,781084,9.7,Serviço,1156.74,1–2 clientes >50%,3,0.222,Muitas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Baixo,Não existe,5,Quase nada,Sim,Não,72,Experiência parcial,Nunca,0.198,Não existem controles,38.82
299,422260,10304104,6.4,Produto,915.49,1–2 clientes >50%,3,0.015,Algumas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Parcial,82,Quase nada,Não,"Sim, regularmente",97,Experiência parcial,Nunca,0.427,DRE e auditoria,64.77
1187,6937,2220799,7.9,Serviço,38519.38,Receita diversificada,4,0.375,Algumas,Seed/Pré-Série A,Não reconhecida,Não,Alto,Claro e executado,96,Parcialmente,Parcialmente,Algumas,157,Experiência forte,Nunca,0.322,Controles básicos,60.61
1371,1583901,6999588,7.1,Serviço,374.45,3–5 clientes >50%,1,0.38,Poucas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Alto,Não existe,7,Parcialmente,Sim,Algumas,171,Sem experiência,Às vezes,0.021,Controles básicos,51.49
2770,593390,1292352,5.5,Produto,109.08,3–5 clientes >50%,1,0.134,Muitas,Seed/Pré-Série A,Algum reconhecimento,Não,Alto,Parcial,100,Quase tudo,Parcialmente,Algumas,114,Experiência parcial,Nunca,0.066,Não existem controles,49.2
2451,13687,13042980,0.0,Serviço,4279.34,Receita diversificada,5,0.172,Muitas,Série A+,Não reconhecida,"Sim, forte",Alto,Claro e executado,97,Quase tudo,Parcialmente,"Sim, regularmente",196,Experiência forte,Às vezes,0.267,DRE e auditoria,75.9
774,924930,4735368,4.8,Serviço,23424.85,3–5 clientes >50%,1,0.311,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Baixo,Parcial,79,Quase tudo,Sim,Algumas,177,Sem experiência,Regularmente,0.486,Não existem controles,45.01
2248,80803,964767,3.6,Produto,782.77,3–5 clientes >50%,2,0.103,Nenhuma,Não,Algum reconhecimento,Ocasionalmente,Baixo,Não existe,63,Parcialmente,Não,"Sim, regularmente",95,Sem experiência,Às vezes,0.105,Não existem controles,36.09
101,65320,4318577,0.2,Produto,584.12,1–2 clientes >50%,2,0.227,Poucas,Seed/Pré-Série A,Algum reconhecimento,Não,Médio,Claro e executado,72,Quase nada,Sim,Algumas,48,Sem experiência,Regularmente,0.202,Controles básicos,46.71
1901,1165928,20136,8.2,Serviço,204.93,3–5 clientes >50%,1,0.088,Algumas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Alto,Parcial,32,Parcialmente,Não,Não,9,Experiência forte,Nunca,0.258,Não existem controles,44.43
3431,4312,2629282,4.3,Serviço,3186.57,1–2 clientes >50%,4,0.021,Nenhuma,Série A+,Reconhecimento forte,Ocasionalmente,Alto,Não existe,64,Quase nada,Sim,Algumas,62,Experiência forte,Às vezes,0.178,Controles básicos,59.25
3390,17389,1354399,2.7,Serviço,23278.48,3–5 clientes >50%,4,0.023,Poucas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Médio,Claro e executado,16,Quase nada,Não,Algumas,176,Experiência parcial,Nunca,0.134,DRE e auditoria,55.77
4569,6865,482072,1.2,Produto,1544.49,1–2 clientes >50%,4,0.222,Algumas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Baixo,Parcial,33,Quase nada,Sim,"Sim, regularmente",136,Experiência parcial,Nunca,0.169,DRE e auditoria,52.21
1895,1554306,829788,8.6,Produto,377.55,3–5 clientes >50%,5,0.101,Algumas,Série A+,Algum reconhecimento,Ocasionalmente,Baixo,Não existe,52,Parcialmente,Sim,"Sim, regularmente",7,Sem experiência,Nunca,0.318,Não existem controles,43.91
808,257427,40202,7.8,Produto,630.73,3–5 clientes >50%,1,0.211,Algumas,Não,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,77,Quase tudo,Parcialmente,Não,3,Experiência forte,Nunca,0.304,DRE e auditoria,56.46
61,9285,244988,7.9,Serviço,9951.7,Receita diversificada,1,0.141,Poucas,Aceleradora/Anjo,Reconhecimento forte,Não,Alto,Não existe,57,Parcialmente,Sim,"Sim, regularmente",180,Experiência forte,Nunca,0.139,Não existem controles,40.45
1425,17971,5110907,5.0,Produto,530.06,Receita diversificada,4,0.319,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Não,Baixo,Parcial,-8,Parcialmente,Não,Algumas,161,Sem experiência,Regularmente,0.4,Não existem controles,30.82
1968,21344,414170,5.5,Serviço,1671.05,1–2 clientes >50%,4,0.096,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Alto,Parcial,53,Parcialmente,Parcialmente,Não,99,Experiência forte,Nunca,0.462,DRE e auditoria,61.68
3297,137011,833037,9.6,Serviço,1095.95,Receita diversificada,5,0.229,Algumas,Aceleradora/Anjo,Reconhecimento forte,Não,Médio,Claro e executado,54,Quase tudo,Não,Algumas,187,Sem experiência,Regularmente,0.244,DRE e auditoria,57.06
2664,292744,1630056,1.9,Produto,4991.89,1–2 clientes >50%,5,0.313,Muitas,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Parcial,82,Quase tudo,Parcialmente,"Sim, regularmente",75,Sem experiência,Regularmente,0.324,Não existem controles,45.38
949,405758,2563428,4.6,Produto,2333.19,1–2 clientes >50%,1,0.126,Algumas,Não,Algum reconhecimento,"Sim, forte",Baixo,Não existe,97,Quase tudo,Sim,"Sim, regularmente",9,Experiência parcial,Regularmente,0.158,Não existem controles,44.63
1240,1869208,139178,0.5,Serviço,470.5,1–2 clientes >50%,2,0.09,Algumas,Não,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,50,Quase tudo,Parcialmente,Algumas,92,Experiência parcial,Nunca,0.23,Não existem controles,45.2
458,4976,19083974,2.4,Produto,1561.52,3–5 clientes >50%,4,0.162,Muitas,Não,Algum reconhecimento,Não,Alto,Claro e executado,40,Quase nada,Não,Algumas,49,Experiência forte,Regularmente,0.274,Controles básicos,63.42
214,541267,237099,7.6,Produto,1520.8,3–5 clientes >50%,3,0.055,Nenhuma,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,76,Quase tudo,Parcialmente,Algumas,86,Experiência parcial,Às vezes,0.077,DRE e auditoria,60.19
2381,743506,142134,4.9,Serviço,1693.87,1–2 clientes >50%,5,0.256,Algumas,Não,Algum reconhecimento,"Sim, forte",Baixo,Não existe,52,Quase nada,Parcialmente,Não,90,Sem experiência,Regularmente,0.454,Não existem controles,38.32
4616,6766,2801668,4.8,Produto,1410.97,3–5 clientes >50%,4,0.144,Nenhuma,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Médio,Não existe,-3,Quase tudo,Parcialmente,Algumas,20,Sem experiência,Nunca,0.217,Controles básicos,39.91
3762,459817,86174,0.6,Serviço,1785.3,Receita diversificada,1,0.357,Algumas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Baixo,Claro e executado,-9,Parcialmente,Não,Não,143,Experiência parcial,Regularmente,0.192,Controles básicos,42.71
4740,30990,490329,4.1,Produto,99.96,Receita diversificada,3,0.274,Poucas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Não existe,8,Parcialmente,Sim,Algumas,90,Experiência forte,Nunca,0.095,Não existem controles,39.1
578,1093661,2926889,4.0,Produto,140.57,Receita diversificada,3,0.088,Nenhuma,Não,Algum reconhecimento,Não,Baixo,Parcial,27,Quase tudo,Parcialmente,"Sim, regularmente",52,Experiência forte,Nunca,0.338,DRE e auditoria,61.8
2269,499540,2656129,0.7,Produto,360.4,3–5 clientes >50%,1,0.372,Muitas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Não existe,82,Quase nada,Não,"Sim, regularmente",199,Sem experiência,Nunca,0.375,Controles básicos,52.35
1735,76157,524622,2.6,Produto,91.33,3–5 clientes >50%,2,0.088,Poucas,Seed/Pré-Série A,Reconhecimento forte,Não,Baixo,Claro e executado,74,Quase tudo,Parcialmente,"Sim, regularmente",145,Experiência forte,Nunca,0.121,Não existem controles,45.02
2950,13699,4819421,9.6,Serviço,153.89,Receita diversificada,1,0.067,Poucas,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,-1,Parcialmente,Não,Não,197,Experiência parcial,Regularmente,0.466,Controles básicos,46.19
2768,1446039,15298053,8.3,Produto,2096.52,Receita diversificada,2,0.335,Muitas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Baixo,Parcial,8,Quase tudo,Parcialmente,"Sim, regularmente",162,Sem experiência,Regularmente,0.179,Não existem controles,44.34
4434,138540,2359240,9.2,Serviço,998.65,1–2 clientes >50%,4,0.215,Muitas,Série A+,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,62,Quase nada,Parcialmente,"Sim, regularmente",37,Sem experiência,Às vezes,0.155,Controles básicos,57.61
1789,7103,1706403,4.4,Serviço,324.08,1–2 clientes >50%,1,0.068,Poucas,Não,Algum reconhecimento,Ocasionalmente,Alto,Não existe,45,Quase nada,Sim,Não,51,Experiência forte,Às vezes,0.156,DRE e auditoria,59.07
3179,102250,175837,4.0,Produto,528.3,3–5 clientes >50%,3,0.326,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Baixo,Não existe,8,Parcialmente,Sim,Não,46,Experiência forte,Nunca,0.298,DRE e auditoria,45.89
1299,582267,170579,0.1,Produto,2072.26,Receita diversificada,1,0.16,Nenhuma,Série A+,Não reconhecida,Ocasionalmente,Baixo,Parcial,79,Quase tudo,Sim,Algumas,193,Experiência forte,Nunca,0.345,DRE e auditoria,57.57
3579,355773,11951076,2.5,Serviço,1355.45,1–2 clientes >50%,4,0.006,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Baixo,Não existe,4,Quase nada,Não,Não,166,Experiência parcial,Nunca,0.18,Não existem controles,44.43
1542,62413,4416870,6.3,Serviço,5881.62,3–5 clientes >50%,2,0.221,Algumas,Série A+,Algum reconhecimento,"Sim, forte",Médio,Não existe,52,Quase tudo,Parcialmente,Não,180,Experiência forte,Nunca,0.106,DRE e auditoria,59.57
3612,78380,1928624,2.8,Produto,3546.15,3–5 clientes >50%,3,0.135,Poucas,Aceleradora/Anjo,Algum reconhecimento,Não,Médio,Não existe,45,Quase tudo,Sim,"Sim, regularmente",119,Experiência parcial,Regularmente,0.424,DRE e auditoria,64.12
4564,79929,823574,7.3,Serviço,125.41,Receita diversificada,5,0.331,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Alto,Parcial,15,Quase tudo,Parcialmente,"Sim, regularmente",155,Sem experiência,Às vezes,0.225,DRE e auditoria,62.77
4187,251665,15128284,4.0,Produto,76.65,1–2 clientes >50%,5,0.244,Nenhuma,Série A+,Não reconhecida,Não,Médio,Claro e executado,46,Parcialmente,Parcialmente,"Sim, regularmente",125,Experiência forte,Às vezes,0.443,DRE e auditoria,52.35
1524,84499,5095238,5.3,Produto,829.7,Receita diversificada,5,0.38,Muitas,Série A+,Reconhecimento forte,"Sim, forte",Alto,Claro e executado,46,Parcialmente,Parcialmente,Algumas,191,Experiência parcial,Às vezes,0.37,Não existem controles,45.18
3014,285776,63562,2.9,Produto,53.05,1–2 clientes >50%,2,0.13,Nenhuma,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Parcial,62,Quase tudo,Parcialmente,Não,200,Sem experiência,Às vezes,0.432,Controles básicos,46.76
1919,61070,700969,8.3,Serviço,1929.19,Receita diversificada,1,0.307,Algumas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Alto,Não existe,29,Parcialmente,Parcialmente,"Sim, regularmente",78,Experiência parcial,Às vezes,0.119,DRE e auditoria,56.12
1485,1906768,407109,9.5,Serviço,1545.77,Receita diversificada,4,0.206,Poucas,Série A+,Algum reconhecimento,"Sim, forte",Baixo,Não existe,36,Parcialmente,Não,Algumas,103,Experiência parcial,Às vezes,0.402,DRE e auditoria,51.8
3670,18551,916568,4.3,Produto,940.95,1–2 clientes >50%,4,0.175,Poucas,Não,Não reconhecida,Ocasionalmente,Baixo,Parcial,99,Quase tudo,Não,"Sim, regularmente",125,Sem experiência,Às vezes,0.453,DRE e auditoria,53.16
4089,1333829,4625388,8.5,Produto,421.18,3–5 clientes >50%,1,0.39,Muitas,Série A+,Algum reconhecimento,"Sim, forte",Médio,Parcial,37,Parcialmente,Sim,"Sim, regularmente",134,Experiência forte,Às vezes,0.164,Não existem controles,47.1
2191,708526,143646,3.9,Produto,87.31,1–2 clientes >50%,4,0.015,Nenhuma,Série A+,Algum reconhecimento,Não,Baixo,Parcial,21,Quase nada,Não,Algumas,14,Experiência forte,Regularmente,0.002,Não existem controles,38.72
3969,83456,180910,4.7,Produto,92.92,1–2 clientes >50%,4,0.395,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Médio,Parcial,18,Parcialmente,Parcialmente,Não,141,Sem experiência,Nunca,0.323,DRE e auditoria,37.48
248,1782343,17780310,1.9,Serviço,1071.53,Receita diversificada,1,0.36,Nenhuma,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Médio,Claro e executado,22,Quase tudo,Sim,"Sim, regularmente",92,Experiência parcial,Às vezes,0.151,Não existem controles,37.39
4619,1001618,9404355,6.0,Serviço,32801.14,Receita diversificada,3,0.314,Muitas,Não,Algum reconhecimento,Não,Alto,Não existe,20,Quase nada,Não,"Sim, regularmente",171,Sem experiência,Regularmente,0.419,Não existem controles,43.42
